股票編號,股票名稱,觀察日期,觀察價格,觀察期間最高價,觀察期間最低價,觀察期間高低差除以最低,觀察期間高低價時間差(天),高低差除以高低價時間差,進場日期,進場價格,120天最高價,120天最低價,prevYearHighest,EntranceBias60,EntranceBias250,EntranceAlpha250,EntranceBeta21,EntranceBeta65,EntranceBeta250,EntranceDayKValue,EntranceDayDValue,EntranceDayKValue-EntranceDayDValue,EntranceWeekKValue,EntranceWeekDValue,EntranceWeekKValue-EntranceWeekDValue,EntranceWeekRoiCompare,EntranceMonthRoiCompare,EntranceQuoterRoiCompare,EntranceHalfYearRoiCompare,EntranceYearRoiCompare,entrance_stock_rate_of_return_month,entrance_stock_rate_of_return_month-capitalization_weighted_Index_rate_of_return_month,weekRoiCompareCurrent-prevWeekRoiCompareCurrent,monthRoiCompareCurrent-prevMonthRoiCompareCurrent,halfYearRoiCompareCurrent-prevHalfYearRoiCompareCurrent,(Entrance-Observe)/Observe,(Entrance-PrevYearHighest)/PrevYearHighest,monthKValue,monthDValue,prevDayVolumn,Diff,MacdDiff,WeekMaStd,MonthMaStd,SeasonMaStd,HalfYearMaStd,WeekMa,WeekMaDistance,MonthMa,MonthMaDistance
2486,一詮,20051221,27.65,27.65,25.5,0.084313725490196,0,8.431372549019603,20051221,27.65,0.5009041591320074,-0.18625678119349,26.3,50.49,83.3,0.3478,1.5715,1.5363,1.1783,89.55,83.73,5.819999999999993,90.05,77.91,12.14,20.752,56.573,58.392,85.81,140.334,62.61,56.572,15.735,57.713,57.06,0.0,0.04882459312839052,78.72,68.85,239547.25,1.11,0.238,1.7706,2.3006,2.8772,2.212,24.7,0.11943319838056678,21.6475,0.27728375101050917
2493,揚博,20050719,17.3,17.3,16.65,0.0390390390390391,0,3.903903903903917,20050719,17.3,0.0260115606936415,-0.3554913294797688,17.2,34.55,35.81,0.1144,0.8509,1.0745,0.6047,87.82,82.77,5.049999999999997,81.46,66.85,14.61,13.095,37.074,26.281,30.755,23.849,39.025,35.625,10.234,40.056999999999995,37.333,0.0,0.005780346820809331,64.29,46.83,58495.8,0.296,0.079,0.7795,1.3714,1.3483,1.0632,16.13,0.07253564786112844,14.23,0.21574139142656362
2498,宏達電,20050223,191.0,191.0,177.0,0.0790960451977401,0,7.909604519774012,20050223,191.0,1.5549738219895288,-0.0732984293193717,190.0,23.7,48.51,0.2693,1.6138,1.1405,0.688,80.34,78.97,1.3700000000000045,87.7,82.18,5.519999999999996,5.976,21.514,25.934,52.548,78.196,26.175,21.512,-2.779000000000001,19.194,31.665000000000003,0.0,0.005235602094240838,80.72,67.14,486666.8,2.061,0.481,4.6733,12.4277,12.2588,15.0361,180.6,0.05758582502768553,164.45,0.16144724840377023
2505,國揚,20050105,17.1,17.1,15.3,0.1176470588235294,0,11.764705882352946,20050105,17.1,0.0175438596491226,-0.5333333333333333,16.6,5.64,-10.64,0.2507,-0.176,0.5297,1.2374,75.96,68.73,7.22999999999999,38.98,25.15,13.829999999999998,14.447,16.502,-3.963,-22.198,40.256,18.116,16.491,18.916,33.366,-88.96100000000001,0.0,0.029239766081871343,65.71,54.19,55693.05,0.219,0.282,0.8764,0.8077,2.3852,2.0776,15.2,0.12500000000000014,14.2825,0.1972693856117627
2509,全坤建,20050106,10.3,10.3,9.85,0.0456852791878173,0,4.5685279187817365,20050106,10.3,0.0097087378640776,-0.3155339805825243,10.1,8.16,-2.28,0.107,0.5654,0.6538,0.9438,62.11,61.26,0.8500000000000014,69.56,63.92,5.640000000000001,4.552,7.376,12.806,0.267,13.103,8.44,7.366,7.303999999999999,,-11.578000000000001,0.0,0.019417475728155442,65.0,47.92,,0.045,0.009,0.2731,2.053,1.6574,1.4156,9.67,0.06514994829369192,7.7925,0.3217837664420918
2540,愛山林,20050218,4.69,4.69,4.69,0.0,0,0.0,20050218,4.69,0.0,-0.4754797441364606,2.97,-12.54,-56.13,-0.3196,-2.4563,-0.6116,0.6155,13.03,25.49,-12.459999999999999,50.93,51.38,-0.45000000000000284,-8.374,-10.1,-18.852,-36.306,-73.485,-7.035,-10.102,,,23.779000000000003,0.0,0.36673773987206826,39.78,20.65,,-0.004,-0.895,1.6791,0.9095,0.5402,0.3842,1.332,2.521021021021021,0.727,5.451169188445668
2548,華固,20050301,40.9,40.9,38.6,0.0595854922279792,0,5.95854922279792,20050301,40.9,0.0073349633251834,-0.2640586797066014,40.1,17.18,45.32,0.2932,1.2905,1.4233,1.2248,68.65,55.37,13.280000000000008,83.88,78.53,5.349999999999994,9.316,6.25,41.682,37.985,66.232,10.9,6.248,12.259,3.106,14.559999999999999,0.0,0.019559902200488928,86.94,78.6,247640.5,0.14,0.028,1.3688,1.5757,3.7681,4.0815,38.38,0.06565919749869713,36.925,0.10765064319566695
2612,中航,20050217,19.0,19.0,18.3,0.0382513661202185,0,3.8251366120218537,20050217,19.0,0.505263157894737,-0.0421052631578947,18.9,5.29,35.99,0.212,1.3265,0.4564,0.8208,73.01,58.95,14.060000000000002,55.87,57.85,-1.980000000000004,10.221,0.089,13.564,64.118,53.511,2.223,0.08699999999999974,16.34,-8.761,65.16499999999999,0.0,0.005263157894736917,77.53,62.08,39342.6,0.064,0.078,0.8188,0.6958,0.6329,2.5503,17.94,0.05908584169453727,17.43,0.09007458405048768
2702,華園,20050524,20.7,20.7,19.35,0.069767441860465,0,6.9767441860465,20050524,20.7,0.6666666666666667,-0.0676328502415458,20.0,44.2,80.6,0.3224,0.1389,1.8123,0.9954,90.86,87.39,3.469999999999999,83.64,67.75,15.89,12.381,70.911,57.713,114.697,95.793,73.73,70.89,-1.600999999999999,78.989,123.227,0.0,0.03381642512077292,70.41,56.2,43294.35,0.866,0.194,1.1638,2.382,2.1045,2.2976,18.81,0.10047846889952157,16.19,0.27856701667696093
2704,國賓,20050328,24.8,24.8,23.5,0.0553191489361702,0,5.531914893617024,20050328,24.8,0.3366935483870967,-0.1451612903225807,24.2,17.94,27.92,0.0899,0.6861,0.9105,0.6569,77.74,71.36,6.3799999999999955,74.05,68.08,5.969999999999999,6.926,21.063,30.864,36.826,15.86,18.5,21.063,-1.3729999999999993,21.534,50.562,0.0,0.024193548387096833,71.73,59.87,81834.3,0.604,0.131,0.6377,0.9535,1.598,1.6346,23.12,0.07266435986159168,22.1075,0.12179124731425982
2705,六福,20050607,23.4,23.4,21.6,0.0833333333333331,0,8.33333333333332,20050607,23.4,0.0,-0.3376068376068376,22.8,32.93,60.37,0.2409,-0.5831,1.3136,1.3032,84.69,83.7,0.9899999999999949,84.44,77.8,6.640000000000001,14.57,29.128,34.073,80.636,68.621,31.437,29.067,14.691,18.863,86.484,0.0,0.02564102564102555,80.32,68.68,374620.95,2.295,0.673,0.801,1.7033,1.7664,1.8246,20.98,0.11534795042897988,18.3975,0.2719119445576843
2706,第一店,20050613,27.8,27.8,26.5,0.0490566037735849,0,4.905660377358493,20050613,27.8,0.0035971223021581,-0.3183453237410072,26.6,32.02,50.72,0.1947,-1.1482,0.8694,0.6595,82.9,73.86,9.040000000000006,88.17,79.92,8.25,15.717,25.971,36.251,54.956,53.596,30.143,25.567,12.392,16.269,57.844,0.0,0.043165467625899255,70.28,54.0,29675.95,0.364,0.08,1.6741,1.7707,2.1469,2.043,24.88,0.11736334405144702,23.0375,0.2067281606077048
2707,晶華,20050519,48.95,48.95,45.9,0.0664488017429194,0,6.644880174291949,20050519,48.95,0.1583248212461695,-0.0623084780388152,48.2,17.42,25.85,0.1266,1.0003,0.4678,0.3645,80.87,72.13,8.740000000000009,76.67,65.93,10.739999999999995,7.893,17.382,29.998,27.89,29.122,21.25,17.363,6.422,11.942,27.542,0.0,0.015321756894790602,76.26,64.39,14931.55,1.022,0.417,1.9852,2.4465,1.7057,1.9172,44.95,0.0889877641824249,42.2175,0.15947178302836504
2809,京城銀,20050125,16.7,16.7,16.3,0.0245398773006134,0,2.453987730061341,20050125,16.7,0.0119760479041915,-0.311377245508982,16.6,4.33,25.36,0.3328,0.7454,0.3287,0.9668,78.01,71.38,6.63000000000001,85.12,79.15,5.969999999999999,3.148,7.682,10.527,55.938,110.207,3.75,7.682,-0.681,6.947,23.766000000000005,0.0,0.005988023952095681,88.23,78.38,16719.85,0.098,0.005,0.102,0.2182,0.3564,2.0551,16.46,0.01458080194410683,16.28,0.025798525798525682
2812,台中銀,20050111,13.1,13.1,12.8,0.0234374999999999,0,2.343749999999992,20050111,13.1,0.1259541984732824,-0.349618320610687,13.0,9.24,32.34,0.3024,0.2462,0.5266,1.2077,89.56,79.02,10.540000000000006,97.07,95.28,1.789999999999992,3.344,5.856,17.795,45.438,95.277,6.939,5.845,-0.9860000000000002,1.423,9.695,0.0,0.007633587786259515,90.39,79.28,83612.45,0.183,0.042,0.1744,0.3437,0.5657,1.5049,12.89,0.01629169899146618,12.4525,0.05199759084521173
2841,台開,20050728,4.37,4.37,4.35,0.0045977011494253,0,0.4597701149425394,20050728,4.37,1.160183066361556,-0.1533180778032036,4.26,29.9,53.8,0.4734,-1.2091,-0.258,0.0277,77.18,58.58,18.60000000000001,76.49,69.72,6.769999999999996,24.788,22.862,58.949,9.997,148.039,23.793,20.963,23.838,21.997999999999998,-105.787,0.0,0.02517162471395888,76.51,63.22,3269.95,0.085,0.037,0.3228,0.2311,0.3941,0.4192,3.874,0.12803304078471864,3.638,0.20120945574491486
2849,安泰銀,20050629,12.7,12.7,12.4,0.0241935483870966,0,2.4193548387096686,20050629,12.7,0.031496062992126,-0.1889763779527558,12.3,14.68,18.86,0.1126,-0.1102,0.0645,0.4887,91.05,89.04,2.009999999999991,92.85,85.22,7.6299999999999955,7.867,13.202,20.837,11.676,27.68,17.209,12.568,6.5280000000000005,16.893,-3.74,0.0,0.03149606299212587,78.53,74.62,19729.1,0.517,0.11,0.2205,0.4542,0.5415,0.4391,12.22,0.039279869067103,11.6175,0.09317839466322356
2884,玉山金,20050803,26.9,26.9,26.3,0.0228136882129276,0,2.281368821292768,20050803,26.9,0.0260223048327138,-0.2750929368029739,26.6,7.07,12.58,0.0743,0.7271,0.7307,0.7738,78.43,64.94,13.490000000000009,84.01,76.97,7.040000000000006,1.433,3.399,-4.42,-0.652,32.275,6.324,1.343,1.258,6.825,-31.698,0.0,0.011152416356877219,89.08,84.05,226883.15,0.085,0.012,0.4045,0.4976,0.6233,0.5314,26.23,0.025543271063667484,25.7825,0.0433433530495491
2885,元大金,20050202,18.6,18.6,18.2,0.021978021978022,0,2.19780219780221,20050202,18.6,0.0,-0.2338709677419355,18.5,9.22,26.25,0.1205,1.0486,0.5146,1.0122,85.26,79.01,6.25,89.37,86.83,2.5400000000000063,2.606,7.114,26.93,34.136,48.701,5.143,7.114,2.7249999999999996,2.098,23.67,0.0,0.005376344086021581,82.24,67.53,156484.75,0.153,0.044,0.3311,0.4159,0.6029,1.4266,17.98,0.03448275862068971,17.4,0.06896551724137948
2889,國票金,20050318,14.3,14.3,13.7,0.0437956204379563,0,4.379562043795631,20050318,14.3,0.0244755244755244,-0.1958041958041958,14.25,10.05,18.17,0.1348,0.9782,0.7149,1.0382,69.51,65.52,3.990000000000009,85.65,72.55,13.100000000000009,4.726,12.452,12.915,13.337,42.793,11.284,12.453000000000001,1.577,15.239,-13.641000000000002,0.0,0.003496503496503546,83.87,73.49,180523.5,0.085,0.011,0.2154,0.4063,0.4308,0.3701,13.89,0.029517638588912896,13.4775,0.06102763865702108
2903,遠百,20050606,19.7,19.7,18.5,0.0648648648648648,0,6.486486486486482,20050606,19.7,0.1218274111675128,-0.2030456852791878,19.3,19.79,18.66,0.1583,0.7306,1.3347,1.1154,81.47,70.08,11.39,85.81,70.16,15.650000000000006,12.738,13.041,13.156,6.984,55.545,15.883,12.985999999999999,17.678,5.029,-29.973,0.0,0.02030456852791871,70.55,64.47,165087.85,0.24,0.061,0.7849,0.7536,1.1476,1.0622,18.4,0.07065217391304353,17.445,0.12926339925480074
2910,統領,20050726,40.95,40.95,38.3,0.0691906005221933,0,6.919060052219336,20050726,40.95,0.0586080586080585,-0.4578754578754579,38.4,56.16,67.44,0.3223,1.6521,-0.2881,0.1279,92.1,91.36,0.7399999999999949,83.59,76.06,7.530000000000001,22.563,52.798,80.769,38.628,79.514,53.2,51.035000000000004,4.564,50.819,13.421,0.0,0.06227106227106237,47.34,34.79,4926.0,2.306,0.817,2.5293,4.6109,3.9519,3.2197,35.58,0.15092748735244532,28.83,0.42039542143600434
2911,麗嬰房,20050815,18.65,18.65,18.0,0.036111111111111,0,3.611111111111103,20050815,18.65,0.2788203753351208,-0.0375335120643431,18.6,17.58,37.69,0.2272,0.7827,0.2269,0.6288,87.73,85.33,2.4000000000000057,73.9,62.97,10.930000000000007,16.625,29.993,29.71,32.586,61.095,27.412,28.268,14.743,41.342,14.693999999999999,0.0,0.002680965147452931,77.91,70.39,27811.25,0.395,0.174,0.6431,0.9011,0.7341,1.4608,17.37,0.07369027058146214,16.1675,0.15354878614504394
3005,神基,20051007,30.5,30.5,28.85,0.0571923743500866,0,5.71923743500866,20051007,30.5,0.0,-0.4655737704918032,29.5,18.34,52.79,0.3378,0.8082,1.0057,0.7508,89.69,83.6,6.090000000000003,73.8,56.82,16.979999999999997,10.709,18.274,31.342,35.771,119.021,17.308,18.104,8.644,9.766000000000002,-24.958,0.0,0.03278688524590164,89.33,83.8,162178.25,0.401,0.106,0.7222,1.2334,1.5487,1.641,29.07,0.04919160646714825,27.225,0.12029384756657478
3008,大立光,20051207,492.0,492.0,462.0,0.0649350649350649,0,6.493506493506493,20051207,492.0,0.4593495934959349,-0.0630081300813008,469.0,49.18,118.04,0.4116,1.3792,1.5013,1.3262,91.39,86.3,5.090000000000003,92.07,87.51,4.559999999999988,14.214,31.995,93.674,150.463,170.531,40.0,31.993000000000002,3.3740000000000006,15.077000000000002,135.528,0.0,0.046747967479674794,89.72,78.21,963335.45,21.734,4.433,27.6977,35.5684,56.994,59.9774,440.7,0.11640571817562971,391.025,0.25823157087142773
3010,華立,20050729,67.8,67.8,64.4,0.0527950310559004,0,5.279503105590049,20050729,67.8,0.0722713864306785,-0.2035398230088495,66.0,42.13,63.31,0.2135,0.4672,0.526,0.6778,87.81,88.69,-0.8799999999999955,85.41,81.64,3.769999999999996,15.06,49.203,52.55,66.215,64.212,50.325,47.314,6.179,51.818000000000005,71.37400000000001,0.0,0.02654867256637164,72.18,59.16,366350.85,1.628,0.386,3.111,4.2749,5.3142,4.7725,60.26,0.12512446067042812,55.89,0.21309715512614058
3014,聯陽,20051227,30.75,30.75,29.7,0.0353535353535353,0,3.535353535353538,20051227,30.75,0.1284552845528456,-0.375609756097561,30.0,46.79,85.82,0.3839,0.0929,1.2325,1.2015,76.39,60.0,16.39,89.69,83.92,5.769999999999996,16.202,21.543,77.634,79.193,155.211,28.125,21.54,23.084000000000003,-15.490000000000002,35.900999999999996,0.0,0.024390243902439025,84.78,72.35,195475.4,0.938,0.034,1.4237,1.2197,4.5263,3.8332,28.25,0.08849557522123894,26.71,0.15125421190565327
3016,嘉晶,20050624,18.7,18.7,17.7,0.0564971751412429,0,5.649717514124294,20050624,18.7,1.0320855614973263,-0.1898395721925133,18.5,40.06,45.45,0.1685,-2.5036,0.4513,0.224,93.17,80.97,12.200000000000003,56.91,40.87,16.04,38.285,42.296,24.2,34.215,34.128,49.6,41.657000000000004,34.013999999999996,51.482,35.297000000000004,0.0,0.010695187165775364,58.53,45.22,6356.3,0.78,0.45,1.5354,1.8185,1.4015,1.1648,16.46,0.13608748481166455,13.6425,0.3707165109034267
3032,偉訓,20050203,28.2,28.2,25.3,0.1146245059288536,0,11.46245059288537,20050203,28.2,0.0,-0.4680851063829787,27.5,64.28,76.57,0.2776,2.1606,0.9279,0.6455,93.41,89.68,3.7299999999999898,92.29,86.43,5.859999999999999,19.245,39.645,146.387,82.566,77.218,37.879,39.646,13.475000000000001,-14.515999999999998,78.035,0.0,0.02482269503546097,66.55,41.86,29831.15,0.707,0.193,1.898,2.6443,4.4658,3.5879,25.26,0.1163895486935866,21.13,0.33459536204448653
3034,聯詠,20050509,154.5,154.5,147.5,0.047457627118644,0,4.745762711864407,20050509,154.5,0.0258899676375404,-0.1909385113268608,152.0,13.3,48.38,0.1769,1.5287,2.0169,1.4443,83.11,72.22,10.89,81.59,79.28,2.3100000000000023,7.837,5.357,26.837,70.747,35.773,4.407,5.353,6.874,-10.523,90.536,0.0,0.016181229773462782,84.84,69.52,854093.75,0.72,0.335,3.4871,6.0421,7.8718,18.7849,147.3,0.04887983706720969,141.175,0.09438639985833176
